# wave,flux
3.909808857569999873e+03,1.110114156160000103e-17
3.910006891859999996e+03,1.153410170730000040e-17
3.910204926160000014e+03,1.153388557170000070e-17
3.910402960450000137e+03,1.110051750620000020e-17
3.910600994750000154e+03,1.094905605350000085e-17
3.910799029039999823e+03,1.094885075950000009e-17
3.910997063329999946e+03,1.094864542880000062e-17
3.911195097620000070e+03,1.088582444279999992e-17
3.911393131910000193e+03,1.079322475180000065e-17
3.911591166199999861e+03,1.079302221989999970e-17
3.911789200499999879e+03,1.088521164570000017e-17
3.911987234790000002e+03,1.094761822550000112e-17
3.912186259250000148e+03,1.094741164709999980e-17
3.912384293550000166e+03,1.094720605990000038e-17
3.912582327839999834e+03,1.094700043599999916e-17
3.912780362139999852e+03,1.105206569700000036e-17
3.912978396420000081e+03,1.094658907859999975e-17
3.913176430710000204e+03,1.079139965120000104e-17
3.913374465010000222e+03,1.094617757500000047e-17
3.913572499299999890e+03,1.094597176840000004e-17
3.913770533599999908e+03,1.079079097310000122e-17
3.913968567890000031e+03,1.079058800840000035e-17
3.914166602169999805e+03,1.079038500770000080e-17
3.914364636469999823e+03,1.079018197109999995e-17
3.914562670759999946e+03,1.105019529359999976e-17
3.914760705059999964e+03,1.162994553239999973e-17
3.914958739350000087e+03,1.104977924319999979e-17
