# wave,flux
3.862816310870000052e+03,2.519181683520000010e-17
3.863014345160000175e+03,2.519136739990000023e-17
3.863212379449999844e+03,2.512937661560000179e-17
3.863410413739999967e+03,2.479960497270000237e-17
3.863608448030000091e+03,2.512847950180000184e-17
3.863806482299999971e+03,2.518956877829999963e-17
3.864004516590000094e+03,2.512758203690000247e-17
3.864202550880000217e+03,2.512713317279999998e-17
3.864400585169999886e+03,2.518821888820000219e-17
3.864598619460000009e+03,2.521783320430000077e-17
3.864796653750000132e+03,2.626944972470000260e-17
3.864994688029999907e+03,2.626898006249999963e-17
3.865192722310000136e+03,2.626851030850000043e-17
3.865390756599999804e+03,2.626804046289999974e-17
3.865588790889999927e+03,2.626757052549999974e-17
3.865786825180000051e+03,2.626710049650000134e-17
3.865985849629999848e+03,2.626662802490000036e-17
3.866183883919999971e+03,2.626615781210000245e-17
3.866381918210000094e+03,2.626568750769999997e-17
3.866579952500000218e+03,2.626521711150000126e-17
3.866777986789999886e+03,2.626474662380000151e-17
3.866976021070000115e+03,2.779507287750000273e-17
3.867174055359999784e+03,2.962553975340000000e-17
3.867372089649999907e+03,2.962500873380000085e-17
3.867570123930000136e+03,2.779357827549999963e-17
3.867768158219999805e+03,2.779307988099999752e-17
3.867966192509999928e+03,2.779258138960000110e-17
3.868164226800000051e+03,2.681722904310000008e-17
3.868362261079999826e+03,2.584017014209999992e-17
3.868560295369999949e+03,2.681626656370000017e-17
3.868758329660000072e+03,2.681578518380000091e-17
3.868956363950000195e+03,2.681530371050000137e-17
3.869154398229999970e+03,2.745273922290000095e-17
3.869352432520000093e+03,2.778908923749999875e-17
3.869550466810000216e+03,2.850825762520000280e-17
3.869748501089999991e+03,2.850774532970000194e-17
3.869946535380000114e+03,2.778759114850000368e-17
3.870144569669999782e+03,2.745027267290000154e-17
3.870342603959999906e+03,2.744977907609999978e-17
3.870540638250000029e+03,2.744928538370000027e-17
3.870738672540000152e+03,2.778559234179999990e-17
3.870936706819999927e+03,2.850466947220000017e-17
3.871134741100000156e+03,2.850415648199999692e-17
3.871332775389999824e+03,2.778409222120000363e-17
3.871530809679999948e+03,2.850313020390000099e-17
3.871729834140000094e+03,2.850261434940000157e-17
3.871927868430000217e+03,2.778258872800000141e-17
3.872125902719999885e+03,2.778208820399999935e-17
3.872323937010000009e+03,2.850107388969999878e-17
3.872521971300000132e+03,2.850056020479999932e-17
3.872720005589999801e+03,2.850004642090000235e-17
3.872918039870000030e+03,2.956078195160000328e-17
3.873116074149999804e+03,2.849901855570000183e-17
3.873314108439999927e+03,2.849850447459999916e-17
3.873512142730000051e+03,2.849799029430000426e-17
3.873710177020000174e+03,2.849747601509999999e-17
3.873908211309999842e+03,2.777757914090000114e-17
3.874106245590000071e+03,2.777707765110000254e-17
3.874304279880000195e+03,2.849593258320000084e-17
3.874502314169999863e+03,2.849541790800000041e-17
3.874700348459999987e+03,2.777557260299999750e-17
3.874898382750000110e+03,2.777507072739999890e-17
3.875096417039999778e+03,2.849387328850000227e-17
